"ref_area.label","source.label","indicator.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Syrian Arab Republic","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2011",14.191,,,
"Syrian Arab Republic","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2010",16.46,,,
"Syrian Arab Republic","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2009",16.368,,,
"Syrian Arab Republic","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2008",16.162,,,
"Syrian Arab Republic","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2007",12.8,,,
"Syrian Arab Republic","OE - Official Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2003",13.206,,,
"Syrian Arab Republic","OE - Official Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2002",13.72,,,
"Syrian Arab Republic","OE - Official Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2001",13.607,,,
"Syrian Arab Republic","OE - Official Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2000",13.065,,,
"Turks and Caicos Islands","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2008",1.349,,,
"Turks and Caicos Islands","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2007",1.256,,,
"Turks and Caicos Islands","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2006",0.824,,,
"Turks and Caicos Islands","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2005",1.158,,,
"Turks and Caicos Islands","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2004",1.253,,,
"Turks and Caicos Islands","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2003",1.174,,,
"Turks and Caicos Islands","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2002",1.438,,,
"Turks and Caicos Islands","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2001",2.2,,,
"Chad","HIES - Modular and Integrated Household Survey on Living Conditions","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",7.022,,,"Repository: ILO-STATISTICS - Micro data processing"
"Togo","HIES - Living Standards Measurement Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",14.327,,,"Repository: ILO-STATISTICS - Micro data processing"
"Togo","HIES - Living Standards Measurement Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",12.804,,,"Repository: ILO-STATISTICS - Micro data processing"
"Togo","LFS - Regional Integrated Survey on Employment and the Informal Sector","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",15.314,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Togo","HIES - Questionnaire on Indicators of Well-being","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",8.363,,,"Repository: ILO-STATISTICS - Micro data processing"
"Togo","HIES - Questionnaire on Indicators of Well-being","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2011",10.901,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2024",15.795,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",15.684,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",16.002,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",15.685,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",15.86,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",16.283,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",16.529,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",16.305,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",16.684,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",16.976,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",16.791,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2013",14.05,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",13.351,,,
"Thailand","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2011",13.312,,,
"Thailand","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2010",14.062,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Thailand","HIES - Household Socio-Economic Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2007",14.867,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2003",14.668,,,"Data reference period: Third quarter | Population coverage: Excluding armed forces and/or conscripts"
"Thailand","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2002",14.709,,,"Data reference period: Third quarter | Population coverage: Excluding armed forces and/or conscripts"
"Thailand","HIES - Household Socio-Economic Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2000",12.666,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tajikistan","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",5.419,,,"Employment definition: Excluding own-use production workers | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 74 years old"
"Tajikistan","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",6.368,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Tajikistan","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2009",5.538,,,"Age coverage - maximum age: 75 years old"
"Tajikistan","HIES - Living Standards Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2007",5.737,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tajikistan","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2004",4.668,,,
"Tajikistan","HIES - Living Standards Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2003",0.12,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Timor-Leste","PC - Population Census","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",1.542,,,"Repository: ILO-STATISTICS - Micro data processing"
"Timor-Leste","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",5.561,,,"Repository: ILO-STATISTICS - Micro data processing"
"Timor-Leste","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",7.198,,,"Repository: ILO-STATISTICS - Micro data processing"
"Timor-Leste","PC - Population Census","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",1.49,,,"Repository: ILO-STATISTICS - Micro data processing"
"Timor-Leste","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2013",3.533,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Timor-Leste","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2010",3.212,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Timor-Leste","HIES - Living Standards Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2007",0.122,,,"Repository: ILO-STATISTICS - Micro data processing"
"Timor-Leste","HIES - Living Standards Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2001",1.687,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tonga","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",12.953,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tonga","HIES - Household Income and Expenditure Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",17.905,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tonga","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",17.347,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tonga","HIES - Household Income and Expenditure Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",18.087,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tonga","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2003",24.682,,,
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",7.025,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",6.778,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",7.069,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",6.222,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",7.437,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",7.732,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",8.091,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",7.735,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2013",7.893,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",8.149,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2011",8.348,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2009",9.016,,,
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2008",9.22,,,
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2007",9.204,,,
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2006",9.468,,,
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2005",9.686,,,
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2004",10.441,,,
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2003",10.298,,,
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2002",10.626,,,
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2001",10.251,,,
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2000",10.912,,,
"Tunisia","LFS - National Population and Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",19.223,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Tunisia","LFS - National Population and Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",18.944,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Tunisia","LFS - National Population and Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",18.191,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Tunisia","LFS - National Population and Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",18.3,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Tunisia","LFS - National Population and Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",18.462,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Tunisia","LFS - National Population and Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",18.581,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Tunisia","LFS - National Population and Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",18.946,,,
"Tunisia","LFS - National Population and Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2013",18.778,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Tunisia","LFS - National Population and Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",18.501,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Tunisia","LFS - National Population and Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2011",18.412,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Tunisia","LFS - National Population and Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2010",18.253,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Tunisia","LFS - National Population and Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2009",17.654,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Tunisia","LFS - National Population and Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2008",19.096,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Tunisia","LFS - National Population and Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2007",18.83,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Tunisia","LFS - National Population and Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2006",18.769,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Tunisia","LFS - National Population and Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2005",18.951,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",19.772,,,"Repository: Eurostat special tabulation"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",20.064,,,"Repository: Eurostat special tabulation"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",19.738,"Break in series","Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",18.918,,,"Repository: OECD"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",18.349,,,"Repository: OECD"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",18.196,,,"Repository: OECD"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",17.632,,,"Repository: OECD"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",18.072,,,"Repository: OECD"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",18.657,,,"Repository: Eurostat special tabulation"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",19.031,"Break in series","Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2013",18.149,,,"Repository: OECD"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",17.806,,,"Repository: Eurostat special tabulation"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2011",18.118,,,"Repository: OECD"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2010",18.649,,,"Repository: Eurostat special tabulation"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2009",18.178,,,"Repository: OECD"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2008",19.977,,,"Repository: OECD"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2007",19.713,,,"Repository: OECD"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2006",19.904,,,"Repository: OECD"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2005",19.903,,,"Repository: OECD"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2004",19.061,,,"Repository: OECD"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2003",17.322,,,"Repository: OECD"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2002",17.472,,,"Repository: OECD"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2001",16.637,,,"Repository: OECD"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2000",16.857,,,"Repository: OECD"
"Tuvalu","PC - Population Census","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",10.437,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tuvalu","PC - Population Census","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",9.347,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tuvalu","HIES - Household Income and Expenditure Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",3.742,,,"Repository: ILO-STATISTICS - Micro data processing"
"Taiwan, China","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",26.432,,,
"Taiwan, China","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",26.657,,,
"Taiwan, China","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",26.794,,,
"Taiwan, China","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",26.829,,,
"Taiwan, China","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",26.875,,,
"Taiwan, China","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",26.996,,,
"Taiwan, China","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",27.141,,,
"Taiwan, China","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2013",27.245,,,
"Taiwan, China","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",27.394,,,
"Taiwan, China","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2011",27.54,,,
"Taiwan, China","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2010",27.266,,,
"Taiwan, China","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2009",27.155,,,
"Taiwan, China","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2008",27.732,,,
"Taiwan, China","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2007",27.618,,,
"Taiwan, China","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2006",27.465,,,
"Taiwan, China","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2005",27.467,,,
"Taiwan, China","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2004",27.396,,,
"Taiwan, China","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2003",27.16,,,
"Taiwan, China","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2002",27.195,,,
"Taiwan, China","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2001",27.646,,,
"Tanzania, United Republic of","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",4.269,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",2.965,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","HIES - National Panel Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",2.439,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","HIES - National Panel Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2010",3.984,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","HIES - National Panel Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2008",3.324,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2006",3.149,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2001",1.642,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Uganda","LFS - National Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",4.295,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uganda","HIES - National Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",3.806,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uganda","LFS - National Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",4.095,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Uganda","HIES - National Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",2.538,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uganda","HIES - National Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2013",4.388,,,"Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 64 years old"
"Uganda","LFS - National Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",4.974,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Uganda","HIES - National Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2011",2.271,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uganda","HIES - National Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2010",3.078,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uganda","HIES - National Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2009",4.947,,,"Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 76 years or older, but bounded"
"Uganda","LFS - National Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2003",6.1,,,"Age coverage - minimum age: 10 years old"
"Ukraine","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",13.248,,,"Repository: ILO-STATISTICS - Micro data processing"
